TXNAME	GENEID	Bear_R1.sorted	CML10_R1.sorted	Chipie_R1.sorted	ChrystalPoumon_R1.sorted	ChrystalRate_R1.sorted	Popsi_R1.sorted	Twiny_R1.sorted	Vico_R1.sorted
ENSCAFT00805015304	ENSCAFG00805008373	0	1	0	0	0	0	0	0
ENSCAFT00805015305	ENSCAFG00805008374	0	0	0	0	0	0	0	0
ENSCAFT00805015306	ENSCAFG00805008260	0	0	0	0	0	0.5	0	0
ENSCAFT00805015307	ENSCAFG00805008360	53.60488	8.05128	20.96388	65.89883	31.89873	26.30396	7.12698	13.66667
ENSCAFT00805015308	ENSCAFG00805008369	62.90179	13	27.12884	3	0	12	109.3646	0
ENSCAFT00805015309	ENSCAFG00805008324	3.875	3.65217	0	0	0	0	4.05556	0
ENSCAFT00805015310	ENSCAFG00805008343	111.59191	432.04629	329.12411	113.47335	950.07794	307.05186	974.89606	268.04456
ENSCAFT00805015311	ENSCAFG00805008372	0	0	0	0	0	0	0	1
ENSCAFT00805015312	ENSCAFG00805008381	0	0	0	0	0	0	0	0
ENSCAFT00805015313	ENSCAFG00805008380	0	0	0	8	0	0	0	0
ENSCAFT00805015314	ENSCAFG00805008366	0	0	0	0	0	0	0	0
ENSCAFT00805015315	ENSCAFG00805008362	0	0	0	0	0	0	0	0
ENSCAFT00805015316	ENSCAFG00805008218	0	0.00001	0	0	0	0	0	0
ENSCAFT00805015317	ENSCAFG00805008386	521.80497	458	970.94208	1528	308.91608	618.91028	1405.10275	317
ENSCAFT00805015318	ENSCAFG00805008387	0	0	0	0	0	0	0	0
ENSCAFT00805015319	ENSCAFG00805008388	2	1	0	8	6	2	0	0
ENSCAFT00805015320	ENSCAFG00805008382	0	0	0	0	0	0	0	0
ENSCAFT00805015321	ENSCAFG00805008385	1	6	20.89531	18.32143	2	1	1	5
ENSCAFT00805015322	ENSCAFG00805008378	0	0	0	0	0	0	0	0
ENSCAFT00805015323	ENSCAFG00805008380	0	0	0	0	0	0	0	0
ENSCAFT00805015324	ENSCAFG00805008333	0	0	0	0	0	1.12452	0	0
ENSCAFT00805015325	ENSCAFG00805008375	1.64643	5.35922	3.40385	7.10218	11.30676	5.57131	15.45555	0
ENSCAFT00805015326	ENSCAFG00805008329	0	0	0	0	0	0	1.05573	0
ENSCAFT00805015327	ENSCAFG00805008376	0	0	0	0	0	0	0	0
ENSCAFT00805015328	ENSCAFG00805008313	0	0	0	0	0	0	0	0
ENSCAFT00805015329	ENSCAFG00805008340	53.42857	192.65625	234.26295	195.05952	121.11765	173.89474	125.50336	49.17073
ENSCAFT00805015330	ENSCAFG00805007833	0	0	4	0	0	0	2	0
ENSCAFT00805015331	ENSCAFG00805008273	0	0	0	0	0	0	0	0
ENSCAFT00805015332	ENSCAFG00805008350	0	4.29191	0	1.03886	1.04595	2.09452	0	0
ENSCAFT00805015333	ENSCAFG00805008391	1	0	0	0	0	2	0	0
ENSCAFT00805015334	ENSCAFG00805008180	17.21444	0	0	30.65452	0	52.86121	2.57689	7.97857
ENSCAFT00805015335	ENSCAFG00805008392	0	0	0	0	0	0	0	0
ENSCAFT00805015336	ENSCAFG00805008343	0	0	0.95913	0	3.41885	1.50874	7.93956	0
ENSCAFT00805015337	ENSCAFG00805008378	0	0	0	1	0	0	0	0
ENSCAFT00805015338	ENSCAFG00805008396	2	11	24	17	6	12	3	4
ENSCAFT00805015339	ENSCAFG00805008394	0.66667	0	0	1.33333	0.33333	0	0	0
ENSCAFT00805015340	ENSCAFG00805008371	26	16	172	75	5	6	8	27
ENSCAFT00805015341	ENSCAFG00805008399	0	0	0	0	0	0	0	0
ENSCAFT00805015342	ENSCAFG00805008398	0	0	0	0	0	0	0	0
ENSCAFT00805015343	ENSCAFG00805008400	0	0	0	0	0	0	0	0
ENSCAFT00805015344	ENSCAFG00805008401	0	0	0	0	0	0	0	0
ENSCAFT00805015345	ENSCAFG00805008328	0	0	0	0	0	4	0	0
ENSCAFT00805015346	ENSCAFG00805008383	4.88063	19.18336	27.03731	39.5681	16	21.53712	15.59721	4.5
ENSCAFT00805015347	ENSCAFG00805008393	0	1	0	0	0	0	0	0
ENSCAFT00805015348	ENSCAFG00805008404	1	0	0	0	0	0	0	0
ENSCAFT00805015349	ENSCAFG00805008130	0	0	0	0	0	0	0	0
ENSCAFT00805015350	ENSCAFG00805008244	0	0	0	0	0	0	0.4389	0
ENSCAFT00805015351	ENSCAFG00805008409	0	3	0	0	0	0	0	0
ENSCAFT00805015352	ENSCAFG00805008389	0	0	0	0	0	0	0	5.84797
ENSCAFT00805015353	ENSCAFG00805008408	0	0	0	0	0	0	0	0
ENSCAFT00805015354	ENSCAFG00805008384	0	1.66667	1.33333	0	0	13.88688	0	1.33333
ENSCAFT00805015355	ENSCAFG00805008323	0	0	0	0	0	0	0	0
ENSCAFT00805015356	ENSCAFG00805008320	0	0	0	0	0	0.33333	0	0
ENSCAFT00805015357	ENSCAFG00805008400	0	0	0	0	0	0	0	0
ENSCAFT00805015358	ENSCAFG00805008379	2.17082	6.12862	98.61604	30.24501	7.75594	5.63534	275.88664	8.79441
ENSCAFT00805015359	ENSCAFG00805008260	0	69.96971	0	0	0	0.5	0	0
ENSCAFT00805015360	ENSCAFG00805008402	0	0	0	0	0	0	0	0
ENSCAFT00805015361	ENSCAFG00805008370	1.5	0	0	0	0.5	0	0	0
ENSCAFT00805015362	ENSCAFG00805008403	0	0	0	76.08464	2.25357	0	0	41.76912
ENSCAFT00805015363	ENSCAFG00805008361	6.54347	141.39992	56.79938	39.46683	52.92858	56.93506	18.52267	23.52038
ENSCAFT00805015364	ENSCAFG00805008412	0	0	0	0	0	0	0	0
ENSCAFT00805015365	ENSCAFG00805008410	49	131	82	151	63	162	119	78
ENSCAFT00805015366	ENSCAFG00805008413	0	0	0	0	0	0	0	0
ENSCAFT00805015367	ENSCAFG00805008407	0	2	0	1.55804	0	4.38741	3.82292	1
ENSCAFT00805015368	ENSCAFG00805008405	26.1916	43.87682	13.62316	44.99824	32.31317	80.55337	50.67779	54.33775
ENSCAFT00805015369	ENSCAFG00805008415	0	0	0	0	0	0	0	0
ENSCAFT00805015370	ENSCAFG00805008379	50.08207	71.20067	306.81587	311.14197	71.93864	26.23505	70.56129	93.74136
ENSCAFT00805015371	ENSCAFG00805008289	0	0	0	4.17459	0	0.00001	0	0
ENSCAFT00805015372	ENSCAFG00805008395	0	0	0	0.33333	0	0.5	0	0
ENSCAFT00805015373	ENSCAFG00805008416	0	0	0	0	0	0	0	0
ENSCAFT00805015374	ENSCAFG00805008273	0	0	1.17301	0	0	0	0	0
ENSCAFT00805015375	ENSCAFG00805008397	1	1	0	593	3	0	0	10
ENSCAFT00805015376	ENSCAFG00805008350	33.16174	411.53383	98.48949	254.01488	93.00846	145.34573	113.66228	54.1416
ENSCAFT00805015377	ENSCAFG00805008414	0	0	2	5	0	0	0	0
ENSCAFT00805015378	ENSCAFG00805008287	0	10.5	0	0	0	0	0	0
ENSCAFT00805015379	ENSCAFG00805008365	0	0	0	0	0	0	0	0
ENSCAFT00805015380	ENSCAFG00805008329	0	0	0	0	0	0	0	0
ENSCAFT00805015381	ENSCAFG00805008343	0	0	0.95913	0	0	0	0	0
ENSCAFT00805015382	ENSCAFG00805008315	3.73835	16.0748	14	1	10.58343	9.76708	0.25	4.46129
ENSCAFT00805015383	ENSCAFG00805008407	0	0	0	0	0	0	0	0
ENSCAFT00805015384	ENSCAFG00805008421	0	0	0	0	0	0	0	0
ENSCAFT00805015385	ENSCAFG00805008420	0	0	0	0	0	0	0	0
ENSCAFT00805015386	ENSCAFG00805008384	74	1.66667	1.33333	20	0	99.22624	43	1.33333
ENSCAFT00805015387	ENSCAFG00805008390	131	229	250	131	71	142	125	64
ENSCAFT00805015388	ENSCAFG00805008250	0	0	0	0	0	0	0	0
ENSCAFT00805015389	ENSCAFG00805008419	0	0	0	0	0	0	0	0
ENSCAFT00805015390	ENSCAFG00805008130	0	0	0	0	0	0	0	0
ENSCAFT00805015391	ENSCAFG00805008424	0	0	0	0	0	0	0	0
ENSCAFT00805015392	ENSCAFG00805008375	74.35357	124.64078	352.59615	187.89782	101.69324	160.42869	195.54445	124
ENSCAFT00805015393	ENSCAFG00805008425	2	2	9	8	2	2	2	7
ENSCAFT00805015394	ENSCAFG00805008220	0	0	0	0	0	0	0.5	0
ENSCAFT00805015395	ENSCAFG00805008426	0	0	0	0	0	0	0	0
ENSCAFT00805015396	ENSCAFG00805008218	15.69463	141.47697	7.21654	49.35089	23.38157	27.35967	10.62315	24.8375
ENSCAFT00805015397	ENSCAFG00805008427	0	1	0	0	0	0	0	0
ENSCAFT00805015398	ENSCAFG00805008428	115	177	702	546	141	173	141	165
ENSCAFT00805015399	ENSCAFG00805008328	0	0	0	0	0	0	0	0
ENSCAFT00805015400	ENSCAFG00805008423	0	0	0	0	0	0	0	0
ENSCAFT00805015401	ENSCAFG00805008418	0	0	0	0	0	0	0	0
ENSCAFT00805015402	ENSCAFG00805008424	0	0	5	9	2	1	1	1
ENSCAFT00805015403	ENSCAFG00805008403	0	0	0	73.46104	29.29638	0	0	32.48709
ENSCAFT00805015404	ENSCAFG00805008433	0	0	0	0	0	0	0	0
ENSCAFT00805015405	ENSCAFG00805008370	1.5	0	0	0	0.5	0	0	0
ENSCAFT00805015406	ENSCAFG00805008434	85	129	169	247	95	180	124	35
ENSCAFT00805015407	ENSCAFG00805008427	0	0	0	0	0	0	0	0
ENSCAFT00805015408	ENSCAFG00805008405	0	0	2.0079	3.11876	0	2.05259	0	3.22139
ENSCAFT00805015409	ENSCAFG00805007648	1.27927	0.33333	2	5	0	0	0	2.5
ENSCAFT00805015410	ENSCAFG00805008436	0	11	11	10	0	0	3	0
ENSCAFT00805015411	ENSCAFG00805008420	0	0	0	0	0	0	0	0
ENSCAFT00805015412	ENSCAFG00805008430	0	0	0	12.5051	0	0	0	7.26374
ENSCAFT00805015413	ENSCAFG00805008429	0	0	0	4	13	0	2	2
ENSCAFT00805015414	ENSCAFG00805008411	115	227	435	201	147	428	342	144
ENSCAFT00805015415	ENSCAFG00805008323	1.19641	4.86171	0	2.35257	0	1.30809	15.59477	0
ENSCAFT00805015416	ENSCAFG00805008440	0	1	0	0	0	0	0	0
ENSCAFT00805015417	ENSCAFG00805008427	0	0	0	0	0	0	0	0
ENSCAFT00805015418	ENSCAFG00805008441	0	0	0	0	0	0	0	0
ENSCAFT00805015419	ENSCAFG00805008439	0	0	0	9	0	0	0	4
ENSCAFT00805015420	ENSCAFG00805008361	0	0	0	0	0	1.10045	0	0
ENSCAFT00805015421	ENSCAFG00805008383	0.17404	0	58.28941	5.02413	0	0	6.38709	4.5
ENSCAFT00805015422	ENSCAFG00805008422	1532	1135	12102	28931	6846	1980	1689	6761
ENSCAFT00805015423	ENSCAFG00805008435	0	7.9985	7.07813	14.17399	0	0	4.21023	0
ENSCAFT00805015424	ENSCAFG00805008442	0	0	0	0	1	0	0	0
ENSCAFT00805015425	ENSCAFG00805008443	0	0	0	0	0	0	0	0
ENSCAFT00805015426	ENSCAFG00805008445	0	0.21798	8	0	0	0.60321	4.52178	0
ENSCAFT00805015427	ENSCAFG00805008273	3.50873	9.83049	1.03225	0	0	5.29068	12.40902	0
ENSCAFT00805015428	ENSCAFG00805008444	0	0	0	0	0	0	0	0
ENSCAFT00805015429	ENSCAFG00805008437	0	0	0	0	0	0	0	0
ENSCAFT00805015430	ENSCAFG00805008343	4.83881	17.27672	13.0208	3.22809	24.43681	30.18406	57.08771	14.95544
ENSCAFT00805015431	ENSCAFG00805008449	0	0	0	0	0	0	0	0
ENSCAFT00805015432	ENSCAFG00805008406	1	1.33333	0	1.75	0.25	0.5	2.55927	0.16667
ENSCAFT00805015433	ENSCAFG00805008420	0	0	0	0	0	0	0	0
ENSCAFT00805015434	ENSCAFG00805008431	33.92147	58.71708	29.13567	41.32759	31.49352	15.17379	46.13049	28.75059
ENSCAFT00805015435	ENSCAFG00805008350	81.01001	0	45.85965	65.12263	0.00001	119.11295	16.01393	7.73451
ENSCAFT00805015436	ENSCAFG00805008384	0	1.66667	1.33333	0	7	13.88688	0	1.33333
ENSCAFT00805015437	ENSCAFG00805008452	0	0	0	0	0	0	0	0
ENSCAFT00805015438	ENSCAFG00805008284	2	0	19	0	0.66667	4	9	0.33333
ENSCAFT00805015439	ENSCAFG00805008448	0	0	0	0	0	0	0	0
ENSCAFT00805015440	ENSCAFG00805008432	0	3	0.66667	0.33333	0	0	0	0
ENSCAFT00805015441	ENSCAFG00805008446	4.77538	2071.41466	7775.97114	4688.33758	1789.89186	750.4522	53.0161	1217.2682
ENSCAFT00805015442	ENSCAFG00805008287	54.99999	10.5	0	13.29228	0	12	0	0
ENSCAFT00805015443	ENSCAFG00805008439	0	0	0	0	0	0	0	0
ENSCAFT00805015444	ENSCAFG00805008395	0	0	0	0.33333	0	0.5	0	0
ENSCAFT00805015445	ENSCAFG00805008315	0	0	0	1	0	0	0.25	0
ENSCAFT00805015446	ENSCAFG00805008420	0	0	0	0	0	0	0	0
ENSCAFT00805015447	ENSCAFG00805008448	0	0	0	0	0	0	0	0
ENSCAFT00805015448	ENSCAFG00805008389	49.80374	65.15679	30	45.91751	44	46.72968	19.01933	18.41539
ENSCAFT00805015449	ENSCAFG00805008456	0	0	0	0	0	0	0	0
ENSCAFT00805015450	ENSCAFG00805008455	0	0	0	0	0	0	0	0
ENSCAFT00805015451	ENSCAFG00805008458	0	0	0	0	0	0	0	0
ENSCAFT00805015452	ENSCAFG00805008302	75.29452	0	5.5	1.58507	2.25	7.96902	7.91662	0
ENSCAFT00805015453	ENSCAFG00805008459	0	1	0	3	0	0	0	0
ENSCAFT00805015454	ENSCAFG00805008244	0	0	0	0	0	0	0.4389	0
ENSCAFT00805015455	ENSCAFG00805008289	0	0	0	4.17459	0	0.00001	0	0
ENSCAFT00805015456	ENSCAFG00805008447	0	2	0	0	0	0	0	0
ENSCAFT00805015457	ENSCAFG00805008439	0	0	0	333	80	0	0	4
ENSCAFT00805015458	ENSCAFG00805008403	0	0	0	941.45432	101.45005	0	0	15.74379
ENSCAFT00805015459	ENSCAFG00805008431	5.61859	7.46236	5.69298	0	5.08177	8.24096	4.71384	4.61074
ENSCAFT00805015460	ENSCAFG00805008463	0	0	0	0	0	0	0	0
ENSCAFT00805015461	ENSCAFG00805008460	0	0	0	0	0	0	0	0
ENSCAFT00805015462	ENSCAFG00805008451	10	5	11	11.20963	13.4291	6.23011	12.72177	5
ENSCAFT00805015463	ENSCAFG00805008464	0	0	0	0	0	0	0	0
ENSCAFT00805015464	ENSCAFG00805008284	0	0	0	0	0.66667	0	0	0.33333
ENSCAFT00805015465	ENSCAFG00805008448	0	0	0	0	0	0	0	0
ENSCAFT00805015466	ENSCAFG00805008454	4.68374	0	1.80061	19.62157	0	5.31508	36.42468	0
ENSCAFT00805015467	ENSCAFG00805008461	0	1.03525	2.77599	2.06926	0.4715	6.1235	6.28912	0.62693
ENSCAFT00805015468	ENSCAFG00805008343	0	1.63116	0	0	1.06387	0	0	0
ENSCAFT00805015469	ENSCAFG00805008465	0	0	0	0	0	0	0	0
ENSCAFT00805015470	ENSCAFG00805008466	0	0	0	0	0	0	0	0
ENSCAFT00805015471	ENSCAFG00805008358	11.3892	2	0	91.01907	0	0	0	1
ENSCAFT00805015472	ENSCAFG00805008464	0	0	0	0	1.26329	0	0	0
ENSCAFT00805015473	ENSCAFG00805008438	11	0	3	3	0.5	3	13.41935	1
ENSCAFT00805015474	ENSCAFG00805008405	0	0	0	0	0	0	0	0
ENSCAFT00805015475	ENSCAFG00805008417	59.94737	163	170.61224	111.42105	55.33333	189.42529	119.17808	12.88889
ENSCAFT00805015476	ENSCAFG00805008468	0	0	0	0	0	0	0	0
ENSCAFT00805015477	ENSCAFG00805008350	3.78841	7.83315	0	0	0	0	0	0
ENSCAFT00805015478	ENSCAFG00805008448	0	0	0	0	0	0	0	0
ENSCAFT00805015479	ENSCAFG00805008437	0	0	0	0	0	0	0	0
ENSCAFT00805015480	ENSCAFG00805008470	0	0	0	0	0	0	0	0
ENSCAFT00805015482	ENSCAFG00805008472	0	0	0	0	0	0	0	0
ENSCAFT00805015483	ENSCAFG00805008450	89	67	120	537	198	117	112	204.35556
ENSCAFT00805015484	ENSCAFG00805008473	0	0	0	0	0	0	0	0
ENSCAFT00805015485	ENSCAFG00805008474	0	0	1	0	0	0	0	0
ENSCAFT00805015486	ENSCAFG00805008470	0	0	0	0	0	0	0	0
ENSCAFT00805015487	ENSCAFG00805008471	0	0	0	0	0	0	0	0
ENSCAFT00805015488	ENSCAFG00805008464	0	2	0	0	3	0	0	0
ENSCAFT00805015489	ENSCAFG00805008375	0	0	0	0	0	0	0	0
ENSCAFT00805015490	ENSCAFG00805008448	0	0	0	0	0	0	0	0
ENSCAFT00805015491	ENSCAFG00805008467	3	0	1	0	0	2	2	1
ENSCAFT00805015492	ENSCAFG00805008323	10.80359	79.92571	12	30.58339	28	50.69191	62.32326	2
ENSCAFT00805015493	ENSCAFG00805008470	0	0	0	0	0	0	0	0
ENSCAFT00805015494	ENSCAFG00805008218	0	0	0	0	0	0	0	0
ENSCAFT00805015495	ENSCAFG00805008377	23	31.23545	19	69.73142	17	203.34472	40.60613	1.8169
ENSCAFT00805015496	ENSCAFG00805008475	0	7.2715	0	0	9.08651	0	0	0
ENSCAFT00805015497	ENSCAFG00805008464	0	0	0	0	0	0	0	0
ENSCAFT00805015498	ENSCAFG00805007833	0	0	2	0	0	0	0	0
ENSCAFT00805015499	ENSCAFG00805008448	0	0	0	0	0	0	0	0
ENSCAFT00805015500	ENSCAFG00805008476	0	0	0	0	0	0	0	0
ENSCAFT00805015501	ENSCAFG00805008350	0	0.66078	0	0	0	9.72074	0	0
ENSCAFT00805015502	ENSCAFG00805008361	0	0	0	0	1.18093	3.44144	0	0
ENSCAFT00805015503	ENSCAFG00805008464	0	0	0	0	0	0	0	0
ENSCAFT00805015504	ENSCAFG00805008479	1	6	4	11	5	3	0	3
ENSCAFT00805015505	ENSCAFG00805008395	0	0	0	0.33333	0	0	0	0
ENSCAFT00805015506	ENSCAFG00805008431	1.18268	0	0	0	1.35602	0	0	0
ENSCAFT00805015507	ENSCAFG00805008250	2.93862	4.54302	35.2215	0	0	6.35534	0	0
ENSCAFT00805015508	ENSCAFG00805008478	0	0	0	0	0	0	0	0
ENSCAFT00805015509	ENSCAFG00805008469	163.3699	424.85008	696.57795	3236.57631	656.46517	118.10133	104.67589	358.80477
ENSCAFT00805015510	ENSCAFG00805008435	0	0	0	0	0	0	0	0
ENSCAFT00805015511	ENSCAFG00805008315	21.18401	0	0	1	0	5.62674	0.25	0
ENSCAFT00805015512	ENSCAFG00805008481	0	0	0	0	0	0	0	0
ENSCAFT00805015513	ENSCAFG00805008483	0	0	0	0	0	0	0	0
ENSCAFT00805015514	ENSCAFG00805008482	0	0	0	0	0	0	0	0
ENSCAFT00805015515	ENSCAFG00805008450	0	0	0	0	0	0	0	4.64444
ENSCAFT00805015516	ENSCAFG00805008481	0	0	0	0	0	0	0	0
ENSCAFT00805015517	ENSCAFG00805008461	0	1.03525	0	0	0.4715	0	0	0.62693
ENSCAFT00805015518	ENSCAFG00805008451	33	22	30	97.79037	49.5709	9.76989	31.27823	25
ENSCAFT00805015519	ENSCAFG00805008484	0	0	0	0	0	0	0	0
ENSCAFT00805015520	ENSCAFG00805008481	0	0	0	0	0	0	0	0
ENSCAFT00805015521	ENSCAFG00805008480	0	0	0	0	0	0	0	0
ENSCAFT00805015522	ENSCAFG00805008486	0	26	56	0	0	12	0	0
ENSCAFT00805015523	ENSCAFG00805008302	344.97004	15.57709	5.5	1.58507	2.25	7.96902	7.91662	0.33333
ENSCAFT00805015524	ENSCAFG00805008218	10.88465	103.26114	0	23.21491	16.50924	18.0787	32.63861	35.1625
ENSCAFT00805015525	ENSCAFG00805008489	0	1	0	0	0	0	0	0
ENSCAFT00805015526	ENSCAFG00805008488	2	1	0	2	0	0	2	0
ENSCAFT00805015527	ENSCAFG00805008435	0	0	0	3.18968	0	0	0	0
ENSCAFT00805015528	ENSCAFG00805008406	1	0	0	1.75	0.25	0.5	4.32218	0.16667
ENSCAFT00805015529	ENSCAFG00805008490	0	0	0	0	0	0	0	0
ENSCAFT00805015530	ENSCAFG00805008453	0	0	0	0	1.5	2.41667	0	1
ENSCAFT00805015531	ENSCAFG00805008491	0	0	1	0	1	0	0	0
ENSCAFT00805015532	ENSCAFG00805008287	0	10.5	10	10.82661	24	0	9	15
ENSCAFT00805015533	ENSCAFG00805008485	440.87173	1061.8673	804.72044	999.07303	644.59318	536.93807	236.43043	108.95743
ENSCAFT00805015534	ENSCAFG00805008492	0	0	0	0	0	0	0	0
ENSCAFT00805015535	ENSCAFG00805008487	0	0	0	0	0	0	2.08333	0
ENSCAFT00805015536	ENSCAFG00805008493	43	33	11	19	13	12	18	8
ENSCAFT00805015537	ENSCAFG00805008492	2	0	0	1	0	0	0	0
ENSCAFT00805015538	ENSCAFG00805008405	0	7.64367	0	20.96401	3.68683	2.67092	0	2.02621
ENSCAFT00805015539	ENSCAFG00805008494	0	2	5	8	2	1	1	1
ENSCAFT00805015540	ENSCAFG00805008302	0.00002	0	0	1.58507	2.25	0	0	0.33333
ENSCAFT00805015541	ENSCAFG00805008361	0	0	0	0	0	0	0	0
ENSCAFT00805015542	ENSCAFG00805008469	26.87293	12.9767	102.70685	487.60361	57.04799	76.76775	55.51241	68.18057
ENSCAFT00805015543	ENSCAFG00805008497	0	0	0	0	0	0	0.5	0
ENSCAFT00805015544	ENSCAFG00805008497	0	0	0	0	0	0	0.5	0
ENSCAFT00805015545	ENSCAFG00805008498	0	0	0	0	0	0	0	0
ENSCAFT00805015546	ENSCAFG00805008461	0	1.03525	0	0	0.4715	0	0	0.62693
ENSCAFT00805015547	ENSCAFG00805008499	0	0	0	0	0	0	0	0
ENSCAFT00805015548	ENSCAFG00805008496	339	372	395	1097	482	178	702	318
ENSCAFT00805015549	ENSCAFG00805008389	116.41496	0.00001	0	26.71556	0	0.20265	23.10629	5.84797
ENSCAFT00805015550	ENSCAFG00805008495	7	8	214	3	2	87	67	0
ENSCAFT00805015551	ENSCAFG00805008289	0	1.4814	0	0	0	8.94402	0	0
ENSCAFT00805015552	ENSCAFG00805008244	0	3.16181	0	0	0	0	0	0
ENSCAFT00805015553	ENSCAFG00805008500	0	0	0	0	0	0	0	0
ENSCAFT00805015554	ENSCAFG00805008501	0	0	0	0	0	0	0	0
ENSCAFT00805015555	ENSCAFG00805008358	0	2	0	5.98093	0	0	0	1
ENSCAFT00805015556	ENSCAFG00805008435	1.24717	1.8255	0	1.95265	0	1.25883	0	0
ENSCAFT00805015557	ENSCAFG00805008487	50	175	33	118	85	100	97.91667	40
ENSCAFT00805015558	ENSCAFG00805008377	0	0	0	0	0	0	0	1.8169
ENSCAFT00805015559	ENSCAFG00805008506	0	0	0	0	0	0	0	0
ENSCAFT00805015560	ENSCAFG00805008505	85	298.10099	67.61905	290.59539	93	56	112.60417	36.4
ENSCAFT00805015561	ENSCAFG00805008302	1.95875	0	0	1.58507	2.25	0	0	0
ENSCAFT00805015562	ENSCAFG00805008503	0	0	0	0	0	1	0	0
ENSCAFT00805015563	ENSCAFG00805008507	1	2	2	5	11	0	2	2
ENSCAFT00805015564	ENSCAFG00805008508	2	4	5	12	0	2	0	0
ENSCAFT00805015565	ENSCAFG00805008504	6	6	9	0	1	0	6	0
ENSCAFT00805015566	ENSCAFG00805008513	0	0	0	0	0	0	0	0
ENSCAFT00805015567	ENSCAFG00805008250	0	0	3.43286	0	0	0.88144	0	0
ENSCAFT00805015568	ENSCAFG00805008469	0	0	8.5641	83.451	0	3.57449	0	15.60151
ENSCAFT00805015569	ENSCAFG00805008487	0	0	0	0	0	0	0	0
ENSCAFT00805015570	ENSCAFG00805008502	0	138.72457	24.65189	0	2.49072	0.5	0	0
ENSCAFT00805015571	ENSCAFG00805008461	0	1.03525	0	0	0.4715	0	0	0.62693
ENSCAFT00805015572	ENSCAFG00805008512	0	0	0	0	0	0	0	0
ENSCAFT00805015573	ENSCAFG00805008509	0	0	0	0	0	0	0	0
ENSCAFT00805015574	ENSCAFG00805008515	6	30	8	8	4	39	9	1
ENSCAFT00805015575	ENSCAFG00805008516	0	0	0	0	0	1	0	0
ENSCAFT00805015576	ENSCAFG00805008461	3.06288	0	2.77599	0	0.4715	6.1235	0	0.62693
ENSCAFT00805015577	ENSCAFG00805008477	0	0	0	0	0	0	0	0
ENSCAFT00805015578	ENSCAFG00805008517	2	4	5	8	7	5	6	11
ENSCAFT00805015579	ENSCAFG00805008302	0	0	0	0	0	0	0	0.33333
ENSCAFT00805015580	ENSCAFG00805008510	0	1	0	0	0	0	0	0
ENSCAFT00805015581	ENSCAFG00805008287	0	0	0	0	0	0	0	0
ENSCAFT00805015582	ENSCAFG00805008518	0	0	0	2	0	0	0	0
ENSCAFT00805015583	ENSCAFG00805008519	0	0	0	0	0	0	0	0
ENSCAFT00805015584	ENSCAFG00805008521	0	0	0	0	0	0	0	0
ENSCAFT00805015585	ENSCAFG00805008520	64	23	32	0	12	1	6	0
ENSCAFT00805015586	ENSCAFG00805008522	0	0	0	0	0	0	0	0
ENSCAFT00805015587	ENSCAFG00805008477	0	0	0	0	0	0	0	0
ENSCAFT00805015588	ENSCAFG00805008462	6.24201	12.00709	0	0	0	0	2	1.24465
ENSCAFT00805015589	ENSCAFG00805008523	0	0	0	0	0	0	0	0
ENSCAFT00805015590	ENSCAFG00805008525	0	0	0	0	0	0	0	0
ENSCAFT00805015591	ENSCAFG00805008502	0	0	0	0	2.50928	0	0	0
ENSCAFT00805015592	ENSCAFG00805008406	1	1.33333	0	1.75	0.25	0.5	2.55927	0.16667
ENSCAFT00805015593	ENSCAFG00805008435	0	3.56621	0	0	0	1.30438	0	0
ENSCAFT00805015594	ENSCAFG00805008377	0	1.89512	0	3.26858	0	8.01904	0	3.73241
ENSCAFT00805015595	ENSCAFG00805008528	0	0	0	0	0	0	0	0
ENSCAFT00805015596	ENSCAFG00805008529	1	0	3	8	1	2	1	1
ENSCAFT00805015597	ENSCAFG00805008469	0	0	10.26402	1.909	3.58782	0	0	5.2005
ENSCAFT00805015598	ENSCAFG00805008477	0	0	0	0	0	0	0	0
ENSCAFT00805015599	ENSCAFG00805008526	18	8	21	0	0	71	1	3
ENSCAFT00805015600	ENSCAFG00805008461	44.93712	27.85902	14.44803	30.93074	10.64248	26.75301	35.71088	19.86537
ENSCAFT00805015601	ENSCAFG00805008533	0	0	0	0	0	0	0	0
ENSCAFT00805015602	ENSCAFG00805008453	4	6	23	0	1.5	26.58333	10	1
ENSCAFT00805015603	ENSCAFG00805008358	22.6108	0	0	0	0	0	0	1
ENSCAFT00805015604	ENSCAFG00805008289	0	1.4814	0	0	0	12.34084	1.2384	0
ENSCAFT00805015605	ENSCAFG00805008535	0	0	0	0	0	0	0	0
ENSCAFT00805015606	ENSCAFG00805008524	71.19251	99.52891	111.43556	230.29807	35.02553	126.84221	114.27973	32.01898
ENSCAFT00805015607	ENSCAFG00805008534	0	0	0	0	0	0	0	0
ENSCAFT00805015608	ENSCAFG00805008462	6.24201	8.54007	13.15836	0	17.66048	8.95947	0	1.24465
ENSCAFT00805015609	ENSCAFG00805008541	8	2	0	0	0	0	0	0
ENSCAFT00805015610	ENSCAFG00805008540	0	0	0	0	0	0	0	0
ENSCAFT00805015611	ENSCAFG00805008540	0	0	0	0	0	0	0	0
ENSCAFT00805015612	ENSCAFG00805008510	0	0	0	0	0	0	0	0
ENSCAFT00805015613	ENSCAFG00805008502	0	8	0	0	0	0	0	0
ENSCAFT00805015614	ENSCAFG00805008530	316.94194	0	766.33406	88	0	59	303	6
